PARID,AGAPPL,ACRES
"L41000659800000","1104","80"
"B09000084600000","344","76.811"
"E18000262080000","230","23.363"
"L41000657080000","1253","60"
"L42000682960000","1253","18"
"H26000430720400","3108","41.57"
"N47000772640000","2427","38.962"
"O49000784960000","351","23.46"
"O49000785000000","351","40.8"
"F20000318520400","2284","38.48"
"H29000465640000","2324","101"
"I34000533440300","1228","22.838"
"I34000534320100","999999","9.776"
"C13000142080400","719","40.203"
"O49000801960000","2411","94.83"
"B09000083920000","2249","36.149"
"B09000084000000","2249","20"
"C13000139080000","2238","40"
"C13000139120000","2238","20"
"F20000307960000","499","76.045"
"F20000308000000","499","6.52"
"H29000465840000","499","37"
"H29000465880000","499","80"
"H29000465920000","499","60"
"H29000465960000","499","19.5"
"E18000260800000","140","109.72"
"L41000652720000","1336","126.84"
"D17000215840000","1355","35.584"
"K40000625400000","1092","86.66"
"K40000625440000","1092","80"
"K40000625480000","1092","31.66"
"O49000781680100","87","74.472"
"O49000781640100","87","70.85"
"G25000403880000","1023","124.47"
"B07000072600000","2507","78.093"
"K40000627120100","1302","61.67"
"M44000708680000","907","12.781"
"I34000544320100","1457","95.186"
"A02000023640000","2113","152.12"
"A05000054640000","2113","2.02"
"L41000650600500","1529","22.348"
"D17000241840000","1253","29.794"
"I34000552160000","622","51.368"
"D17000190720000","159","40"
"D17000190760000","159","20"
"N46000743120000","1958","108.474"
"N46000743160000","1958","77.607"
"M45000719600000","656","36.45"
"M45000735320000","656","51.3"
"B09000082840000","2693","79.606"
"B09000084080000","1458","75.34"
"B09000084120000","1458","36.981"
"F20000338880600","2576","68.098"
"K39000611440000","408","78.748"
"K40000623240000","805","28.94"
"K40000623280000","805","15.07"
"I34000538680000","903","31.104"
"F20000305280000","2818","34.34"
"O49000782320100","416","40"
"O49000787280000","619","80"
"D17000218040000","607","47.83"
"D17000218120000","607","18.154"
"M44000713720000","1691","108.243"
"B07000073900000","85","28.532"
"D17000210640000","1821","25.102"
"H28000457400000","2076","77.769"
"H28000459880200","2371","60.48"
"G25000412880000","2371","60"
"H28000457880000","701","42.174"
"O49000800960000","2023","48.29"
"O49000801000000","2023","20"
"O49000801040000","2023","44.84"
"J37000590880000","3117","142.913"
"D17000235240000","1152","22.5"
"A01000001920000","2768","78.168"
"E18000289440000","3041","53.934"
"K40000638400000","2570","19.574"
"J37000601440000","2596","85.29"
"J37000601480000","2596","78.77"
"N46000759240000","316","99.511"
"F20000338680000","2672","77.697"
"L41000657720000","885","80"
"G25000398320000","1240","50.75"
"G25000413240000","1240","198.65"
"H26000424520000","1240","35"
"H26000425280000","1240","25.327"
"H29000465040000","1240","15.397"
"H29000465160000","1240","19.218"
"N46000759800000","2160","130.281"
"B07000072720000","1973","93.5"
"B07000072760000","1973","75"
"B07000066040000","2410","5.121"
"B07000072640000","2410","0.048"
"B07000072680000","2410","80"
"F20000314760000","891","40"
"F20000314800000","891","26.66"
"G25000402960000","1090","40"
"G25000404120000","1090","11.22"
"G25000406480200","1090","51.881"
"G25000399920000","888","80"
"J37000574040000","1474","20.1"
"J37000574050000","1474","78.744"
"L41000643800000","999999","21.651"
"L41000643840000","999999","38.863"
"L41000646120000","999999","2.211"
"J37000584020000","884","0.234"
"J37000584060000","884","3.848"
"C13000144920000","2783","42.364"
"J37000578920000","474","20"
"N47000769280000","856","71.082"
"H26000426920000","1688","75.286"
"G25000389000000","999999","38.874"
"G25000391560000","999999","39"
"G25000391600000","999999","55.133"
"G25000414480000","2135","46.6"
"B07000065400000","2019","18.86"
"B07000065440000","1477","39.612"
"B07000065480000","1174","17.627"
"L41000648880100","1016","13.755"
"D17000220480000","999999","22.79"
"D17000226920000","999999","11.16"
"D17000226960000","1614","39.55"
"D17000227000000","1614","17.25"
"D17000227040000","1614","10.1"
"D17000227120000","1614","50.315"
"D17000227160000","1614","5.7"
"L41000650160000","109","77.294"
"N46000747640000","834","75.398"
"N46000759320000","836","13.5"
"N46000747800100","836","12.984"
"N46000747920000","836","96.722"
"H28000450640200","443","61.637"
"M45000737280000","2315","35.55"
"M45000737400000","1733","11.501"
"I34000538720000","904","50.577"
"N46000755280000","2952","74.942"
"E18000266560000","196","55.27"
"E18000266600000","196","11.91"
"E18000266640000","196","10.608"
"C13000129360000","717","40.507"
"J37000585080000","999999","16.25"
"J37000585160000","999999","35"
"J37000593440000","2039","35.21"
"J37000593480000","2039","10.95"
"M44000706440000","568","43.324"
"M44000706520000","974","73.5"
"N47000770520000","3141","60"
"N47000770600000","3141","40"
"B09000100640000","1017","31.159"
"C13000133840100","999999","45.538"
"A02000015000300","1503","24.921"
"F20000328000000","1749","8"
"L41000657450000","1916","85.59"
"N47000770680000","455","80.65"
"B10000106920000","2403","19.34"
"G25000401720000","1023","20"
"A04000033280000","1730","77.613"
"A04000033320000","1730","60"
"A04000033360000","1730","40.472"
"B07000067000000","3103","13.828"
"B10000108720000","2403","72.825"
"B10000108760000","2403","19.108"
"G25000398480000","411","156.84"
"B10000107880000","1478","52.822"
"M44000722720000","1808","40"
"M45000736240000","1808","20"
"O49000793840000","1788","40"
"H26000436960000","871","31.56"
"K40000630640000","999999","82"
"K40000630680000","999999","31"
"K40000630720000","999999","14"
"H28000460200000","871","6"
"P51010411960100","1652","59.159"
"M45000734600000","1982","31.43"
"M44000724400000","86","33.773"
"M44000724440000","86","8.931"
"C13000144680000","1088","109.593"
"O49000795360000","1831","34.529"
"C13000143360200","765","50"
"O49000796000000","1187","65.389"
"F20000314480000","1189","76.52"
"N46000744160000","2145","80"
"A01000003280000","1434","80"
"K40000635160000","2221","154.28"
"A02000014240000","617","63.549"
"M44000701520000","285","60.752"
"M44000701880000","1658","38.8"
"O49000796000101","1465","40"
"H27000441680000","2288","78.02"
"A02000021240000","1835","16.2"
"H29000466800000","2738","76.62"
"H28000453040000","2020","36.82"
"H26000429960000","2020","40"
"H26000430000000","2020","74.262"
"H26000430040000","2020","36.2"
"M44000712240000","1594","79.662"
"H26000424800000","999999","76.299"
"G25000403120000","1099","39"
"G25000403100000","1099","19.91"
"G25000403080000","1099","59.317"
"K40000638240000","2354","80.38"
"K40000619320000","2354","80"
"L41000660960000","679","80"
"K40000631480000","1868","50"
"K40000631520000","1868","49"
"J37000575920000","156","41.457"
"O49000790440000","1007","69.78"
"J37000582200000","1569","80"
"J37000582240000","1569","80"
"J37000582280000","1569","73.519"
"J37000590560000","1569","20"
"L41000653560000","2138","69.749"
"D17000191200000","118","159.272"
"J37000581760000","870","68.795"
"E18000281680000","2484","16.964"
"D17000189560000","2446","13.32"
"H26000431680000","332","139.33"
"L41000652640000","2230","23.466"
"B10000108120201","2483","9.669"
"B10000108160100","2483","60.077"
"H29000468960000","320","108.4"
"H29000469040000","320","38"
"J37000574960000","320","57.502"
"I34000547040302","578","6.551"
"I34000547040303","578","20.134"
"B09000098520000","578","13.2"
"I34000553920000","578","22.7"
"I34000553960000","578","43.34"
"I34000554040000","578","73.891"
"I34000554000000","578","38.569"
"J36000568440200","336","5.898"
"J36000568480000","336","49.955"
"K40000621840000","352","80.171"
"O49000785160000","2062","81.392"
"O49000785120000","352","20.372"
"G25000416520000","999999","2.778"
"P51040554880000","1065","40"
"P51040987120400","1065","91.195"
"I34000538240000","427","47.338"
"H31000493120000","1300","19.575"
"H26000430160000","1300","33.513"
"H26000430200000","1300","77.11"
"H26000430240000","1300","60"
"H26000430280000","1300","80"
"G25000395840000","1142","40"
"D17000223480300","3174","5.432"
"G25000402880203","694","12.494"
"L41000645360202","507","25.804"
"N46000764920100","2494","42.375"
"N46000764960000","2494","48.649"
"G25000396000000","999999","8"
"G25000396080000","1281","4.774"
"G25000396120000","584","41.267"
"A01000001480000","176","58.45"
"A01000003000000","1371","19.199"
"E18000266040000","595","25.726"
"E18000266000000","595","83.951"
"I34000550360200","957","17.964"
"L41000649000000","615","44.901"
"F20000313340000","489","21.548"
"M45000736040000","707","40"
"E18000256040100","34","13.149"
"G25000398560000","399","40.265"
"C13000142320100","3102","29.514"
"K40000627320200","2379","36.451"
"K40000627320400","2842","30.92"
"Q53020200680000","592","56.45"
"M44000703280000","485","22.122"
"I35000562520000","2579","37.421"
"A02000017400000","3178","10.546"
"L41000660360000","2681","73"
"L41000660480000","2681","38.488"
"G25000415320000","871","72.073"
"H28000446160000","871","150.863"
"H28000446200000","871","20"
"G25000389440000","871","80"
"G25000389480000","871","73.929"
"G25000389560000","1485","40"
"G25000389680000","192","80"
"G25000389720000","871","126.532"
"G25000389760000","1188","40"
"G25000389800000","871","26.52"
"G25000389840000","871","40"
"G25000390000000","871","3.282"
"G25000390040000","192","20"
"G25000390080000","871","148.968"
"G25000390120000","871","64.963"
"O49000781240100","154","71.23"
"C13000128160100","154","78.41"
"O49000782480000","2791","80"
"O49000782400000","122","76.84"
"O49000782440000","122","20"
"K40000619520000","593","12.833"
"K40000619640000","175","54"
"B09000083560000","215","42.43"
"J37000575440000","999999","78.96"
"L41000650040000","788","124.297"
"I34000549000000","587","8"
"I34000549040000","587","74.3"
"I34000549200000","587","77.787"
"E18000289800000","792","37.119"
"J38000607000000","1080","118.792"
"M44000725400000","2246","77.78"
"N46000763000000","2466","57.5"
"M44000727480000","2255","42.28"
"B07000066800000","486","36.541"
"M44000700320000","999999","63.041"
"A03000028280000","3057","40.464"
"J37000589200000","1402","40"
"J37000575960000","156","28.062"
"A01000003040000","113","16.112"
"A01000003080000","113","60"
"A01000003120000","113","20"
"G25000415240000","1588","76"
"C13000127880000","18","34.022"
"C13000132360000","2573","12.156"
"C13000142040100","719","41.96"
"O49000799200000","1649","29.724"
"K40000624600200","419","62.79"
"H29000468080100","2285","5"
"M44000712240100","1008","79.757"
"J37000579040000","918","20.478"
"M44000703920000","229","40"
"B09000083560200","798","71.893"
"L41000661440100","2320","56.07"
"L41000649920000","521","159.38"
"G25000402920100","984","90.32"
"N46000749200000","2953","17.018"
"N46000749240000","1969","20"
"B09000100880000","664","77.543"
"H26000433920000","1337","39.5"
"C13000144720000","2212","98.833"
"B10000108520000","1174","69.918"
"I34000529600000","2577","25"
"K40000633080000","2485","50"
"A01000003880000","1348","20"
"A01000003920000","1348","28"
"A01000003960000","1348","106"
"K40000624560000","419","79.216"
"F20000315560000","1536","53.952"
"F20000322480300","1322","39.92"
"F20000322480400","1322","41.386"
"F20000322480000","1322","16.577"
"D17000193360000","173","71.21"
"H26000437040000","2288","29.998"
"F20000304280200","2818","6.276"
"F20000305080000","275","50"
"B10000106840000","2513","20"
"B10000106800000","2483","20.072"
"E18000255960100","3105","47.223"
"E18000278800000","290","30.032"
"A02000017600300","2475","93.321"
"I35000562160000","462","3.152"
"I35000562240000","462","150.525"
"I34000532000000","462","78.709"
"I35000562200000","462","35.667"
"I34000554200000","427","23"
"I34000554160000","427","9.09"
"I34000532600000","2853","75.736"
"I34000533080000","2853","80"
"I34000533120000","2853","77.795"
"F20000309160000","280","48.368"
"M44000725840000","947","6.93"
"M45000736680000","947","3.5"
"O48000776960100","1712","10"
"C12000123520000","649","37.708"
"O49000787760000","649","38.8"
"B10000108560000","1927","29.046"
"L41000651000000","999999","57.734"
"H28000452280000","981","18.909"
"L41000658720000","818","53.338"
"H26000433800000","2040","21"
"H29000466920000","778","79.09"
"H29000469000000","413","42"
"B09000097960100","1843","66.143"
"C13000130360000","1806","30.98"
"C13000130400000","1806","14.957"
"C13000130440000","1806","59.038"
"B09000087120900","700","7.56"
"H26000433440100","1892","59.5"
"H26000433480000","1892","40.5"
"O49000793760000","2677","140"
"F20000323160000","443","133.072"
"C13000137440000","168","64.75"
"M43000691400200","1590","5"
"D17000247840300","1440","46"
"H28000450040000","657","115.064"
"A02000014440100","1566","41.712"
"E18000256080000","34","2.464"
"B07000068720000","1477","38.71"
"F20000322800000","677","140.91"
"H29000466240200","769","33.186"
"H29000466280000","45","73.226"
"G25000405520000","2515","31.258"
"G25000406880100","2929","36.568"
"I33000506960000","902","28.59"
"H28000451640100","2358","76.958"
"O49000790960000","1220","94.999"
"B09000101720000","1602","25"
"B09000095200000","1602","49.08"
"O49000794400000","999999","40"
"O49000794440000","999999","40"
"G25000395120100","999999","40.339"
"J38000606400000","2365","32.557"
"J38000606400200","2365","16.679"
"I34000534640000","1052","72.186"
"G25000398280000","2664","17.007"
"L41000651520000","673","27.367"
"D17000247840000","2671","37.489"
"F20000340480000","1156","74.99"
"C13000145480100","422","80"
"G25000405040000","2296","19.793"
"G25000405080000","253","28.448"
"G25000405240100","253","7.306"
"G25000405280000","575","43.557"
"H26000433440000","1023","20.5"
"D17000219800000","638","22.791"
"E18000257840000","1214","41.5"
"K40000636560100","1738","15.295"
"K40000636560000","1738","16.093"
"I34000541400000","1501","13.741"
"A01000003480000","2941","45.92"
"K40000630480000","2873","89.317"
"O49000798640000","1708","77.293"
"K40000619720200","1296","20.837"
"Q53011076280000","1123","11.591"
"E18000266000100","2306","10"
"D17000226120000","1787","9.776"
"D17000226160000","1787","31.83"
"D17000226200000","1787","33.891"
"M44000712080000","966","40.828"
"G25000408480000","2031","74.368"
"E18000256040200","1957","24.601"
"H26000424640000","3162","87.529"
"H26000424880100","181","25.708"
"H26000425000000","155","103.185"
"H26000425200000","181","49.435"
"A02000020080000","1238","44.188"
"D17000209560000","2209","39.452"
"D17000210720100","2446","34.72"
"D17000216840000","1715","5.56"
"D17000216960000","1339","40.5"
"D17000217000000","1339","47"
"D17000217520000","1370","146.343"
"D17000217720000","999999","72.995"
"D17000218400000","847","50.5"
"D17000229040000","1701","40"
"D17000236290100","1960","3.295"
"D17000239920000","2497","25.182"
"D17000240600000","618","38.209"
"D17000248620000","2175","11"
"D17000248640000","2175","171.5"
"D17000248720000","2175","19.9"
"D17000248760000","2175","29"
"E18000252920000","128","70"
"E18000255200000","1506","76.674"
"E18000255600000","659","40"
"E18000255640000","659","19.58"
"E18000255680000","307","80.75"
"E18000256200000","1047","40"
"E18000256240000","1047","103"
"E18000256280000","1047","29"
"E18000259920000","2357","80.01"
"E18000260960100","659","157.788"
"E18000261040900","659","67.853"
"E18000265320000","1734","5.751"
"E18000266120000","1904","91.819"
"E18000266160000","1506","80"
"E18000267400300","851","13.363"
"E18000267760500","1407","53.993"
